,timestamp,InstanceId,metricName,Average,Maximum,Minimum
0,1609687860.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
1,1609689960.0,i-0f5146fb6623c7e8a,CPUUtilization,1.033333333333342,4.8333333333333,0.0
2,1609692060.0,i-0f5146fb6623c7e8a,CPUUtilization,1.4327868852459051,6.33333333333335,0.0
3,1609694160.0,i-0f5146fb6623c7e8a,CPUUtilization,1.4842178382884061,5.59322033898307,0.166666666666705
4,1609696260.0,i-0f5146fb6623c7e8a,CPUUtilization,0.400000000000015,1.49999999999996,0.0
5,1609686660.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
6,1609688760.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333322,0.16666666666661,0.0
7,1609690860.0,i-0f5146fb6623c7e8a,CPUUtilization,0.133333333333326,0.166666666666705,0.0
8,1609692960.0,i-0f5146fb6623c7e8a,CPUUtilization,2.332786885245901,3.99999999999996,0.163934426229545
9,1609695060.0,i-0f5146fb6623c7e8a,CPUUtilization,0.1005649717514164,0.169491525423767,0.0
10,1609690260.0,i-0f5146fb6623c7e8a,CPUUtilization,0.16666666666666702,0.166666666666705,0.16666666666661
11,1609692360.0,i-0f5146fb6623c7e8a,CPUUtilization,3.2536723163841783,6.10169491525428,0.333333333333314
12,1609694460.0,i-0f5146fb6623c7e8a,CPUUtilization,0.335593220338983,0.677966101694877,0.166666666666705
13,1609686960.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033898305084734195,0.169491525423671,0.0
14,1609689060.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
15,1609691160.0,i-0f5146fb6623c7e8a,CPUUtilization,0.099453551912572,0.166666666666705,0.0
16,1609693260.0,i-0f5146fb6623c7e8a,CPUUtilization,1.5791145688617159,3.89830508474578,0.163934426229452
17,1609695360.0,i-0f5146fb6623c7e8a,CPUUtilization,0.26612021857923895,1.00000000000004,0.0
18,1609692660.0,i-0f5146fb6623c7e8a,CPUUtilization,0.2328054089098786,0.333333333333314,0.166666666666705
19,1609694760.0,i-0f5146fb6623c7e8a,CPUUtilization,1.224590163934423,3.16666666666663,0.0
20,1609687260.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
21,1609689360.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0327868852458904,0.163934426229452,0.0
22,1609691460.0,i-0f5146fb6623c7e8a,CPUUtilization,0.131747767450348,0.169491525423671,0.0
23,1609693560.0,i-0f5146fb6623c7e8a,CPUUtilization,2.0918773733444516,6.49999999999996,0.0
24,1609695660.0,i-0f5146fb6623c7e8a,CPUUtilization,0.1005649717514164,0.169491525423767,0.0
25,1609686060.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333322,0.16666666666661,0.0
26,1609688160.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0,0.0,0.0
27,1609687560.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333322,0.16666666666661,0.0
28,1609689660.0,i-0f5146fb6623c7e8a,CPUUtilization,0.032786885245908996,0.163934426229545,0.0
29,1609691760.0,i-0f5146fb6623c7e8a,CPUUtilization,2.6412892470130527,5.59322033898307,0.169491525423671
30,1609693860.0,i-0f5146fb6623c7e8a,CPUUtilization,0.7902009817542018,3.27868852459016,0.16666666666661
31,1609695960.0,i-0f5146fb6623c7e8a,CPUUtilization,2.433333333333323,11.8333333333333,0.0
32,1609686360.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0344827586206974,0.172413793103487,0.0
33,1609688460.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
34,1609690560.0,i-0f5146fb6623c7e8a,CPUUtilization,0.1328054089098746,0.169491525423671,0.0
35,1609696380.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
36,1609688880.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
37,1609692060.0,i-06398c2587d832076,CPUUtilization,1.0,1.0,1.0
38,1609695240.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
39,1609687740.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
40,1609690920.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
41,1609694100.0,i-06398c2587d832076,CPUUtilization,1.0,1.0,1.0
42,1609686600.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
43,1609689780.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
44,1609692960.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
45,1609696140.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
46,1609687080.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
47,1609690260.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
48,1609693440.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
49,1609696620.0,i-06398c2587d832076,CPUUtilization,1.0,1.0,1.0
50,1609689120.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
51,1609692300.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
52,1609695480.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
53,1609687980.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
54,1609691160.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
55,1609694340.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
56,1609686840.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
57,1609690020.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
58,1609693200.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
59,1609691580.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
60,1609687320.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
61,1609693680.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
62,1609687260.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
63,1609693620.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
64,1609689360.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
65,1609695720.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
66,1609689300.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
67,1609695660.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
68,1609691400.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
69,1609691820.0,i-06398c2587d832076,CPUUtilization,1.0,1.0,1.0
70,1609687560.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
71,1609693920.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
72,1609687500.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
73,1609693860.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
74,1609689600.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
75,1609695960.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
76,1609689540.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
77,1609695900.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
78,1609691640.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
79,1609692120.0,i-06398c2587d832076,CPUUtilization,1.0,1.0,1.0
80,1609695300.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
81,1609686780.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
82,1609696320.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
