,timestamp,InstanceId,metricName,Average,Maximum,Minimum
0,1609676160.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
1,1609678260.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0327868852458998,0.163934426229499,0.0
2,1609680360.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
3,1609682460.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
4,1609684560.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
5,1609677060.0,i-0f5146fb6623c7e8a,CPUUtilization,0.032786885245908996,0.163934426229545,0.0
6,1609679160.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
7,1609681260.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
8,1609676460.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0338983050847438,0.169491525423719,0.0
9,1609678560.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0,0.0,0.0
10,1609680660.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
11,1609682760.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
12,1609684860.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
13,1609675260.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0338983050847438,0.169491525423719,0.0
14,1609677360.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
15,1609679460.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0338983050847438,0.169491525423719,0.0
16,1609681560.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
17,1609683660.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
18,1609678860.0,i-0f5146fb6623c7e8a,CPUUtilization,0.032786885245908996,0.163934426229545,0.0
19,1609680960.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
20,1609683060.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
21,1609685160.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0,0.0,0.0
22,1609675560.0,i-0f5146fb6623c7e8a,CPUUtilization,0.032786885245908996,0.163934426229545,0.0
23,1609677660.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
24,1609679760.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0338983050847438,0.169491525423719,0.0
25,1609681860.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
26,1609683960.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
27,1609683360.0,i-0f5146fb6623c7e8a,CPUUtilization,0.033333333333341,0.166666666666705,0.0
28,1609685460.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
29,1609675860.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
30,1609677960.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
31,1609680060.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0327868852458998,0.163934426229499,0.0
32,1609682160.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0333333333333314,0.166666666666657,0.0
33,1609684260.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0327868852458998,0.163934426229499,0.0
34,1609676760.0,i-0f5146fb6623c7e8a,CPUUtilization,0.0327868852458998,0.163934426229499,0.0
35,1609676160.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
36,1609679340.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
37,1609682520.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
38,1609685700.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
39,1609678200.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
40,1609681380.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
41,1609684560.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
42,1609677060.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
43,1609680240.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
44,1609683420.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
45,1609677540.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
46,1609680720.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
47,1609683900.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
48,1609676400.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
49,1609679580.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
50,1609682760.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
51,1609675260.0,i-06398c2587d832076,CPUUtilization,0.0,0.0,0.0
