,timestamp,Average,Sum,InstanceId,metricName,InstanceType
0,1602790800.0,0.0666851903306528,0.333425951653264,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
1,1602788700.0,0.0666851903306532,0.333425951653266,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
2,1602792900.0,0.10056497175141617,0.5028248587570809,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
3,1602795000.0,0.0672316384180752,0.336158192090376,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
4,1602785400.0,0.1000000000000038,0.500000000000019,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
5,1602789600.0,0.0672316384180752,0.336158192090376,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
6,1602787500.0,0.0672316384180848,0.336158192090424,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
7,1602791700.0,0.10001852366397496,0.500092618319875,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
8,1602793800.0,0.0661202185792312,0.330601092896156,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
9,1602793200.0,0.0661202185792312,0.330601092896156,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
10,1602785700.0,0.0661202185792312,0.330601092896156,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
11,1602789900.0,0.0994535519125722,0.497267759562861,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
12,1602787800.0,0.0666666666666628,0.33333333333331394,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
13,1602792000.0,0.0672316384180848,0.336158192090424,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
14,1602794100.0,0.0661202185792404,0.330601092896202,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
15,1602786600.0,0.0666666666666628,0.33333333333331394,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
16,1602786000.0,0.0661202185792312,0.330601092896156,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
17,1602790200.0,0.0327868852458998,0.163934426229499,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
18,1602788100.0,0.13391682874872798,0.6695841437436401,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
19,1602792300.0,0.0666851903306436,0.33342595165321803,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
20,1602794400.0,0.0661202185792312,0.330601092896156,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
21,1602784800.0,0.0666666666666724,0.333333333333362,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
22,1602786900.0,0.1000000000000038,0.500000000000019,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
23,1602791100.0,0.0666666666666628,0.33333333333331394,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
24,1602789000.0,0.0672316384180752,0.336158192090376,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
25,1602786300.0,0.0661202185792404,0.330601092896202,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
26,1602790500.0,0.0677966101694876,0.33898305084743796,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
27,1602788400.0,0.101129943502819,0.5056497175140949,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
28,1602792600.0,0.0672316384180752,0.336158192090376,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
29,1602794700.0,0.0994535519125722,0.497267759562861,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
30,1602785100.0,0.0672316384180752,0.336158192090376,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
31,1602789300.0,0.0672316384180848,0.336158192090424,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
32,1602787200.0,0.0666666666666628,0.33333333333331394,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
33,1602791400.0,0.0994720755765526,0.4973603778827629,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
34,1602793500.0,0.0661202185792404,0.330601092896202,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
35,1602790800.0,0.0661202185792312,0.330601092896156,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
36,1602788700.0,0.0994535519125722,0.497267759562861,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
37,1602792900.0,0.0994535519125722,0.497267759562861,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
38,1602795000.0,0.0666666666666628,0.33333333333331394,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
39,1602785400.0,0.0666666666666628,0.33333333333331394,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
40,1602789600.0,0.033333333333341,0.166666666666705,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
41,1602787500.0,0.0666851903306532,0.333425951653266,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
42,1602791700.0,0.1000185236639846,0.500092618319923,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
43,1602793800.0,0.0666851903306528,0.333425951653264,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
44,1602793200.0,0.0327868852458998,0.163934426229499,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
45,1602785700.0,0.0672316384180752,0.336158192090376,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
46,1602789900.0,0.1005649717514066,0.502824858757033,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
47,1602787800.0,0.10001852366397496,0.500092618319875,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
48,1602792000.0,0.0333333333333314,0.16666666666665694,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
49,1602794100.0,0.0994535519125626,0.497267759562813,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
50,1602786600.0,0.0666666666666724,0.333333333333362,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
51,1602786000.0,0.0989071038251402,0.4945355191257009,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
52,1602790200.0,0.0338983050847438,0.16949152542371898,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
53,1602788100.0,0.1000185236639842,0.500092618319921,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
54,1602792300.0,0.0661202185792312,0.330601092896156,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
55,1602794400.0,0.0672316384180848,0.336158192090424,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
56,1602784800.0,0.0672316384180752,0.336158192090376,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
57,1602786900.0,0.0661202185792312,0.330601092896156,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
58,1602791100.0,0.10056497175141617,0.5028248587570809,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
59,1602789000.0,0.0333333333333314,0.16666666666665694,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
60,1602786300.0,0.0333333333333314,0.16666666666665694,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
61,1602790500.0,0.0672316384180848,0.336158192090424,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
62,1602788400.0,0.0327868852458998,0.163934426229499,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
63,1602792600.0,0.10056497175141617,0.5028248587570809,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
64,1602794700.0,0.0672316384180752,0.336158192090376,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
65,1602785100.0,0.0661202185792404,0.330601092896202,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
66,1602789300.0,0.0999999999999942,0.499999999999971,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
67,1602787200.0,0.0338983050847438,0.16949152542371898,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
68,1602791400.0,0.0666666666666628,0.33333333333331394,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
69,1602793500.0,0.0672316384180752,0.336158192090376,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
70,1602790800.0,0.1000000000000038,0.500000000000019,i-0416265b3482441f0,CPUUtilization,t2.micro
71,1602788700.0,0.0666666666666724,0.333333333333362,i-0416265b3482441f0,CPUUtilization,t2.micro
72,1602792900.0,0.101129943502819,0.5056497175140949,i-0416265b3482441f0,CPUUtilization,t2.micro
73,1602795000.0,0.1984329577809828,0.992164788904914,i-0416265b3482441f0,CPUUtilization,t2.micro
74,1602785400.0,0.1016949152542362,0.508474576271181,i-0416265b3482441f0,CPUUtilization,t2.micro
75,1602789600.0,0.0666666666666628,0.33333333333331394,i-0416265b3482441f0,CPUUtilization,t2.micro
76,1602787500.0,0.1000000000000038,0.500000000000019,i-0416265b3482441f0,CPUUtilization,t2.micro
77,1602791700.0,0.0672316384180752,0.336158192090376,i-0416265b3482441f0,CPUUtilization,t2.micro
78,1602793800.0,0.13333333333333522,0.6666666666666761,i-0416265b3482441f0,CPUUtilization,t2.micro
79,1602793200.0,0.0672316384180848,0.336158192090424,i-0416265b3482441f0,CPUUtilization,t2.micro
80,1602785700.0,0.06612021857923599,0.33060109289618,i-0416265b3482441f0,CPUUtilization,t2.micro
81,1602789900.0,2.0360655737704976,10.180327868852487,i-0416265b3482441f0,CPUUtilization,t2.micro
82,1602787800.0,0.0666666666666628,0.33333333333331394,i-0416265b3482441f0,CPUUtilization,t2.micro
83,1602792000.0,0.0661563696008802,0.33078184800440097,i-0416265b3482441f0,CPUUtilization,t2.micro
84,1602794100.0,0.0994535519125626,0.497267759562813,i-0416265b3482441f0,CPUUtilization,t2.micro
85,1602786600.0,0.0661202185792312,0.330601092896156,i-0416265b3482441f0,CPUUtilization,t2.micro
86,1602786000.0,0.0661202185792312,0.330601092896156,i-0416265b3482441f0,CPUUtilization,t2.micro
87,1602790200.0,0.0672316384180752,0.336158192090376,i-0416265b3482441f0,CPUUtilization,t2.micro
88,1602788100.0,0.099472075576553,0.497360377882765,i-0416265b3482441f0,CPUUtilization,t2.micro
89,1602792300.0,0.1006029771999188,0.503014885999594,i-0416265b3482441f0,CPUUtilization,t2.micro
90,1602794400.0,0.2000185236639884,1.0000926183199421,i-0416265b3482441f0,CPUUtilization,t2.micro
91,1602784800.0,0.0661202185792358,0.3306010928961789,i-0416265b3482441f0,CPUUtilization,t2.micro
92,1602786900.0,0.1000185236639844,0.5000926183199221,i-0416265b3482441f0,CPUUtilization,t2.micro
93,1602791100.0,0.199999999999998,0.99999999999999,i-0416265b3482441f0,CPUUtilization,t2.micro
94,1602789000.0,0.098907103825131,0.494535519125655,i-0416265b3482441f0,CPUUtilization,t2.micro
95,1602786300.0,0.099453551912572,0.49726775956286,i-0416265b3482441f0,CPUUtilization,t2.micro
96,1602790500.0,0.0666666666666628,0.33333333333331394,i-0416265b3482441f0,CPUUtilization,t2.micro
97,1602788400.0,0.10001852366397496,0.500092618319875,i-0416265b3482441f0,CPUUtilization,t2.micro
98,1602792600.0,0.0672316384180848,0.336158192090424,i-0416265b3482441f0,CPUUtilization,t2.micro
99,1602794700.0,0.16779661016949138,0.8389830508474571,i-0416265b3482441f0,CPUUtilization,t2.micro
100,1602785100.0,0.06666666666666761,0.33333333333333803,i-0416265b3482441f0,CPUUtilization,t2.micro
101,1602789300.0,0.0672316384180848,0.336158192090424,i-0416265b3482441f0,CPUUtilization,t2.micro
102,1602787200.0,0.0666666666666628,0.33333333333331394,i-0416265b3482441f0,CPUUtilization,t2.micro
103,1602791400.0,0.10056497175141617,0.5028248587570809,i-0416265b3482441f0,CPUUtilization,t2.micro
104,1602793500.0,0.0661202185792312,0.330601092896156,i-0416265b3482441f0,CPUUtilization,t2.micro
105,1602790800.0,0.0,0.0,i-0b2a67b83f8221206,CPUUtilization,t3.micro
106,1602788700.0,0.0,0.0,i-0b2a67b83f8221206,CPUUtilization,t3.micro
107,1602792900.0,0.0,0.0,i-0b2a67b83f8221206,CPUUtilization,t3.micro
108,1602795000.0,0.0,0.0,i-0b2a67b83f8221206,CPUUtilization,t3.micro
