,timestamp,Average,Sum,InstanceId,metricName,InstanceType
0,1602804600.0,0.0672316384180788,0.336158192090394,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
1,1602797100.0,0.0661202185792312,0.330601092896156,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
2,1602799200.0,0.06612021857923099,0.330601092896155,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
3,1602803400.0,0.2661387422432158,1.330693711216079,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
4,1602801300.0,0.099999999999985,0.49999999999992495,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
5,1602798000.0,28.8598129109938,144.299064554969,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
6,1602795900.0,0.0666666666666628,0.33333333333331394,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
7,1602797400.0,0.0666666666666724,0.333333333333362,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
8,1602799500.0,0.1672316384180792,0.836158192090396,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
9,1602803700.0,0.232805408909882,1.16402704454941,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
10,1602801600.0,0.100000000000004,0.5000000000000201,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
11,1602798300.0,5.199999999999994,25.999999999999968,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
12,1602796200.0,0.0661202185792404,0.330601092896202,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
13,1602802500.0,0.332296008150412,1.66148004075206,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
14,1602800400.0,0.1011299435028288,0.505649717514144,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
15,1602797700.0,0.0994535519125626,0.497267759562813,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
16,1602795600.0,0.0661202185792312,0.330601092896156,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
17,1602801900.0,0.366666666666674,1.8333333333333701,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
18,1602799800.0,0.06612021857923141,0.33060109289615697,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
19,1602804000.0,2.190766911626155,10.953834558130774,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
20,1602796500.0,0.0999999999999942,0.499999999999971,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
21,1602798600.0,0.13333333333334502,0.666666666666725,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
22,1602802800.0,0.7752505923090941,3.8762529615454704,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
23,1602800700.0,0.13333333333332598,0.66666666666663,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
24,1602804900.0,0.1005834954153934,0.5029174770769671,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
25,1602802200.0,20.166666666666664,100.83333333333331,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
26,1602800100.0,0.1000185236639848,0.500092618319924,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
27,1602804300.0,0.16723163841807898,0.8361581920903949,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
28,1602796800.0,0.0661202185792408,0.330601092896204,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
29,1602798900.0,0.1328054089098746,0.6640270445493729,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
30,1602803100.0,0.3628415300546448,1.814207650273224,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
31,1602801000.0,0.0672316384180944,0.336158192090472,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
32,1602805200.0,0.06612021857923481,0.330601092896174,i-042aeb4e0ba6d32c1,CPUUtilization,t2.micro
33,1602804600.0,0.06557377049180879,0.327868852459044,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
34,1602797100.0,0.0661202185792312,0.330601092896156,i-0d3e7f37add3d7bd4,CPUUtilization,t2.micro
